epoch: 1/300, train_loss: 0.5960, train_acc: 0.7344,test_loss:910.7733, test_acc: 0.4833,test_recall: 1.0000, test_precision: 0.5000
epoch: 18/300, train_loss: 0.0922, train_acc: 0.9896,test_loss:4086.2253, test_acc: 0.4708,test_recall: 1.0000, test_precision: 0.5000
epoch: 19/300, train_loss: 0.1226, train_acc: 0.9948,test_loss:2410.4521, test_acc: 0.4750,test_recall: 1.0000, test_precision: 0.5000
epoch: 20/300, train_loss: 0.0590, train_acc: 0.9948,test_loss:837.6789, test_acc: 0.5167,test_recall: 1.0000, test_precision: 0.5000
epoch: 21/300, train_loss: 0.0929, train_acc: 1.0000,test_loss:16533.6445, test_acc: 0.5208,test_recall: 1.0000, test_precision: 0.5000
epoch: 22/300, train_loss: 0.1021, train_acc: 0.9948,test_loss:557.8370, test_acc: 0.4958,test_recall: 1.0000, test_precision: 0.5000
epoch: 23/300, train_loss: 0.1998, train_acc: 0.9479,test_loss:935.3143, test_acc: 0.6042,test_recall: 1.0000, test_precision: 0.5000
epoch: 24/300, train_loss: 0.1974, train_acc: 0.9635,test_loss:62968.2852, test_acc: 0.4500,test_recall: 1.0000, test_precision: 0.5000
epoch: 25/300, train_loss: 0.1735, train_acc: 0.9792,test_loss:47541.9219, test_acc: 0.4875,test_recall: 1.0000, test_precision: 0.5000
epoch: 26/300, train_loss: 0.1157, train_acc: 0.9792,test_loss:122.4106, test_acc: 0.4875,test_recall: 1.0000, test_precision: 0.5000
epoch: 27/300, train_loss: 0.1332, train_acc: 0.9688,test_loss:15.3022, test_acc: 0.5167,test_recall: 1.0000, test_precision: 0.5000
epoch: 28/300, train_loss: 0.1110, train_acc: 0.9844,test_loss:504.4889, test_acc: 0.5208,test_recall: 1.0000, test_precision: 0.5000
epoch: 29/300, train_loss: 0.0865, train_acc: 0.9792,test_loss:369.3887, test_acc: 0.5333,test_recall: 1.0000, test_precision: 0.5000
epoch: 30/300, train_loss: 0.1325, train_acc: 0.9479,test_loss:2264.3701, test_acc: 0.4750,test_recall: 1.0000, test_precision: 0.5000
epoch: 31/300, train_loss: 0.0679, train_acc: 0.9844,test_loss:1238.2698, test_acc: 0.5125,test_recall: 1.0000, test_precision: 0.5000
epoch: 32/300, train_loss: 0.0507, train_acc: 0.9844,test_loss:160.8548, test_acc: 0.4750,test_recall: 1.0000, test_precision: 0.5000
epoch: 33/300, train_loss: 0.0535, train_acc: 0.9844,test_loss:11.6954, test_acc: 0.5000,test_recall: 1.0000, test_precision: 0.5000
epoch: 34/300, train_loss: 0.1969, train_acc: 0.9531,test_loss:491.4750, test_acc: 0.4708,test_recall: 1.0000, test_precision: 0.5000
epoch: 35/300, train_loss: 0.0648, train_acc: 0.9844,test_loss:1559.1868, test_acc: 0.4708,test_recall: 1.0000, test_precision: 0.5000
epoch: 36/300, train_loss: 0.1020, train_acc: 0.9635,test_loss:400.2242, test_acc: 0.4458,test_recall: 1.0000, test_precision: 0.5000
epoch: 37/300, train_loss: 0.0701, train_acc: 0.9896,test_loss:131.9955, test_acc: 0.4958,test_recall: 1.0000, test_precision: 0.5000
epoch: 38/300, train_loss: 0.0396, train_acc: 1.0000,test_loss:1319.7628, test_acc: 0.6250,test_recall: 1.0000, test_precision: 0.5000
epoch: 39/300, train_loss: 0.0644, train_acc: 0.9792,test_loss:5782.9897, test_acc: 0.4458,test_recall: 1.0000, test_precision: 0.5000
epoch: 40/300, train_loss: 0.0366, train_acc: 0.9948,test_loss:1807.9923, test_acc: 0.4958,test_recall: 1.0000, test_precision: 0.5000
epoch: 41/300, train_loss: 0.0822, train_acc: 0.9688,test_loss:66.6248, test_acc: 0.4875,test_recall: 1.0000, test_precision: 0.5000
epoch: 42/300, train_loss: 0.0591, train_acc: 0.9896,test_loss:46.1224, test_acc: 0.4708,test_recall: 1.0000, test_precision: 0.5000
epoch: 43/300, train_loss: 0.0629, train_acc: 0.9896,test_loss:389.7491, test_acc: 0.4958,test_recall: 1.0000, test_precision: 0.5000
epoch: 44/300, train_loss: 0.0534, train_acc: 0.9792,test_loss:299.7002, test_acc: 0.5000,test_recall: 1.0000, test_precision: 0.5000
epoch: 45/300, train_loss: 0.0405, train_acc: 0.9948,test_loss:154.3482, test_acc: 0.4917,test_recall: 1.0000, test_precision: 0.5000
epoch: 46/300, train_loss: 0.0711, train_acc: 0.9740,test_loss:5.8412, test_acc: 0.5000,test_recall: 1.0000, test_precision: 0.5000
epoch: 47/300, train_loss: 0.1211, train_acc: 0.9583,test_loss:9055.1104, test_acc: 0.3458,test_recall: 1.0000, test_precision: 0.5000
epoch: 48/300, train_loss: 0.0980, train_acc: 0.9583,test_loss:4361.3726, test_acc: 0.5958,test_recall: 1.0000, test_precision: 0.5000
epoch: 49/300, train_loss: 0.0567, train_acc: 0.9740,test_loss:1152.8058, test_acc: 0.4958,test_recall: 1.0000, test_precision: 0.5000
epoch: 50/300, train_loss: 0.1085, train_acc: 0.9688,test_loss:2.6954, test_acc: 0.4500,test_recall: 1.0000, test_precision: 0.5000
epoch: 51/300, train_loss: 0.0645, train_acc: 0.9844,test_loss:587.8100, test_acc: 0.5083,test_recall: 1.0000, test_precision: 0.5000
epoch: 52/300, train_loss: 0.0657, train_acc: 0.9896,test_loss:718.4236, test_acc: 0.4917,test_recall: 1.0000, test_precision: 0.5000
epoch: 53/300, train_loss: 0.0648, train_acc: 0.9792,test_loss:4698.8433, test_acc: 0.5958,test_recall: 1.0000, test_precision: 0.5000
epoch: 54/300, train_loss: 0.0583, train_acc: 0.9896,test_loss:549.7961, test_acc: 0.4125,test_recall: 1.0000, test_precision: 0.5000
epoch: 55/300, train_loss: 0.0556, train_acc: 0.9792,test_loss:1509.0093, test_acc: 0.6042,test_recall: 1.0000, test_precision: 0.5000
epoch: 56/300, train_loss: 0.0390, train_acc: 0.9948,test_loss:992.7087, test_acc: 0.4917,test_recall: 1.0000, test_precision: 0.5000
epoch: 1/300, train_loss: 0.6186, train_acc: 0.7396,test_loss:2101.3674, test_acc: 0.5125,test_recall: 1.0000, test_precision: 0.5000
epoch: 2/300, train_loss: 0.4038, train_acc: 0.8698,test_loss:25170.6641, test_acc: 0.5167,test_recall: 1.0000, test_precision: 0.5000
epoch: 3/300, train_loss: 0.2612, train_acc: 0.9479,test_loss:54321.5703, test_acc: 0.4917,test_recall: 1.0000, test_precision: 0.5000
epoch: 4/300, train_loss: 0.3645, train_acc: 0.9635,test_loss:246.6455, test_acc: 0.4917,test_recall: 1.0000, test_precision: 0.5000
epoch: 5/300, train_loss: 0.3028, train_acc: 0.9427,test_loss:17.1688, test_acc: 0.5000,test_recall: 1.0000, test_precision: 0.5000
epoch: 6/300, train_loss: 0.1718, train_acc: 0.9583,test_loss:11471.8555, test_acc: 0.4875,test_recall: 1.0000, test_precision: 0.5000
epoch: 7/300, train_loss: 0.2790, train_acc: 0.9635,test_loss:4.6976, test_acc: 0.5000,test_recall: 1.0000, test_precision: 0.5000
epoch: 8/300, train_loss: 0.2215, train_acc: 0.9688,test_loss:0.6942, test_acc: 0.5375,test_recall: 1.0000, test_precision: 0.5000
epoch: 9/300, train_loss: 0.2540, train_acc: 0.9479,test_loss:2.5694, test_acc: 0.5000,test_recall: 1.0000, test_precision: 0.5000
epoch: 10/300, train_loss: 0.2628, train_acc: 0.9635,test_loss:2.1085, test_acc: 0.5000,test_recall: 1.0000, test_precision: 0.5000
epoch: 11/300, train_loss: 0.4107, train_acc: 0.8958,test_loss:3935.7288, test_acc: 0.5042,test_recall: 1.0000, test_precision: 0.5000
epoch: 12/300, train_loss: 0.2767, train_acc: 0.9427,test_loss:39344.3945, test_acc: 0.4958,test_recall: 1.0000, test_precision: 0.5000
epoch: 13/300, train_loss: 0.3295, train_acc: 0.9323,test_loss:10203.3389, test_acc: 0.5042,test_recall: 1.0000, test_precision: 0.5000
epoch: 14/300, train_loss: 0.2416, train_acc: 0.9531,test_loss:4139.3643, test_acc: 0.4750,test_recall: 1.0000, test_precision: 0.5000
epoch: 15/300, train_loss: 0.1954, train_acc: 0.9688,test_loss:4047.7158, test_acc: 0.5042,test_recall: 1.0000, test_precision: 0.5000
epoch: 16/300, train_loss: 0.4288, train_acc: 0.8438,test_loss:100298.6719, test_acc: 0.5000,test_recall: 1.0000, test_precision: 0.5000
epoch: 17/300, train_loss: 0.6624, train_acc: 0.9219,test_loss:35549.1016, test_acc: 0.4625,test_recall: 1.0000, test_precision: 0.5000
epoch: 18/300, train_loss: 0.2239, train_acc: 0.9740,test_loss:56973.0781, test_acc: 0.4917,test_recall: 1.0000, test_precision: 0.5000
epoch: 19/300, train_loss: 0.6657, train_acc: 0.9167,test_loss:2624.7786, test_acc: 0.4875,test_recall: 1.0000, test_precision: 0.5000
epoch: 20/300, train_loss: 0.2931, train_acc: 0.9635,test_loss:1350.9001, test_acc: 0.5000,test_recall: 1.0000, test_precision: 0.5000
epoch: 21/300, train_loss: 0.2738, train_acc: 0.9583,test_loss:1.8789, test_acc: 0.5083,test_recall: 1.0000, test_precision: 0.5000
epoch: 22/300, train_loss: 0.2833, train_acc: 0.9583,test_loss:2893.7891, test_acc: 0.5250,test_recall: 1.0000, test_precision: 0.5000
epoch: 23/300, train_loss: 0.3363, train_acc: 0.9375,test_loss:296.0116, test_acc: 0.3958,test_recall: 1.0000, test_precision: 0.5000
epoch: 24/300, train_loss: 0.2176, train_acc: 0.9740,test_loss:41.6020, test_acc: 0.5000,test_recall: 1.0000, test_precision: 0.5000
epoch: 25/300, train_loss: 0.2921, train_acc: 0.9635,test_loss:1053.0280, test_acc: 0.5083,test_recall: 1.0000, test_precision: 0.5000
epoch: 1/300, train_loss: 0.5899, train_acc: 0.7448,test_loss:753.6406, test_acc: 0.5000,test_recall: 0.8583, test_precision: 0.5000
epoch: 2/300, train_loss: 0.4568, train_acc: 0.8698,test_loss:1138.0991, test_acc: 0.5208,test_recall: 0.9833, test_precision: 0.5108
epoch: 3/300, train_loss: 0.2980, train_acc: 0.9792,test_loss:4.1694, test_acc: 0.5208,test_recall: 0.9417, test_precision: 0.5113
epoch: 4/300, train_loss: 0.2227, train_acc: 0.9844,test_loss:27.4244, test_acc: 0.5000,test_recall: 1.0000, test_precision: 0.5000
epoch: 5/300, train_loss: 0.2907, train_acc: 0.9375,test_loss:1238.5577, test_acc: 0.4917,test_recall: 0.8750, test_precision: 0.4953
epoch: 6/300, train_loss: 0.3371, train_acc: 0.9583,test_loss:14066.5762, test_acc: 0.5167,test_recall: 0.9083, test_precision: 0.5093
epoch: 7/300, train_loss: 0.2267, train_acc: 0.9792,test_loss:92695.5156, test_acc: 0.5500,test_recall: 0.8667, test_precision: 0.5306
epoch: 8/300, train_loss: 0.3254, train_acc: 0.9583,test_loss:124319.1094, test_acc: 0.5083,test_recall: 0.8833, test_precision: 0.5048
epoch: 9/300, train_loss: 0.2764, train_acc: 0.9635,test_loss:35944.1758, test_acc: 0.4417,test_recall: 0.6333, test_precision: 0.4578
epoch: 10/300, train_loss: 0.2360, train_acc: 0.9740,test_loss:14064.1191, test_acc: 0.5292,test_recall: 0.8500, test_precision: 0.5178
epoch: 11/300, train_loss: 0.2865, train_acc: 0.9479,test_loss:7288.8467, test_acc: 0.5000,test_recall: 0.9333, test_precision: 0.5000
epoch: 12/300, train_loss: 0.3936, train_acc: 0.9531,test_loss:1540.2745, test_acc: 0.4958,test_recall: 0.9417, test_precision: 0.4978
epoch: 13/300, train_loss: 0.2689, train_acc: 0.9427,test_loss:0.9948, test_acc: 0.5083,test_recall: 0.4000, test_precision: 0.5106
epoch: 14/300, train_loss: 0.2450, train_acc: 0.9531,test_loss:66.7504, test_acc: 0.4917,test_recall: 0.9750, test_precision: 0.4958
epoch: 15/300, train_loss: 0.1668, train_acc: 0.9844,test_loss:268.9510, test_acc: 0.5042,test_recall: 0.9750, test_precision: 0.5021
